division_id,identifier,alternate_identifier,position,abstract,organization,applicant_type,processing_fee,date,url,byte_size,number_of_pages,number_of_rows,duration
ocd-division/country:ca/province:bc,MOE-2012-00177,3731269,177,"A copy of the Ministry's September 2010 Assessment of the Enbridge Northern Gateway Pipeline, which was referenced on page 43 of BC government document entitled: 'Technical Analysis Requirements for British Columbia to Consider Support for Heavy Oil Pipelines'.",Environment,public,0.00,2012-09-14,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3731269&title=FOI%20Request%20-%20MOE-2012-00177,1806537,18,0,0
ocd-division/country:ca/province:bc,FIN-2012-00140,3729584,140,"Any and all records related to travel and any other expenses claimed or incurred by Senior Policy Advisor Jim Shepard.  Timeframe is February 14, 2011 to June 7, 2012.",Finance,organization,0.00,2012-09-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3729584&title=FOI%20Request%20-%20FIN-2012-00140,6256857,117,0,0
ocd-division/country:ca/province:bc,MOE-2012-00133,3731285,133,"Regarding Westside Landfill, West Kelowna, BC - Proposed Closure Plan, May 2009 Operational Certificate PR 12217 - Issued to the Regional District of Central Okanagan:  Any record or document pertaining to the Westside Landfill which the Ministry received from or delivered to the Regional District of Central Okanagan, District of West Kelowna or any other party.  Timeframe is January 25, 2012 to [June 15, 2012].",Environment,business,0.00,2012-09-18,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3731285&title=FOI%20Request%20-%20MOE-2012-00133,71182440,155,0,0
ocd-division/country:ca/province:bc,AGR-2012-00062,3738716,62,"All records related to the use of communication interns or any other kind of interns or internships in the Minister's Office, including records related to any search process, job postings and/or advertisements, the hiring process, job descriptions, reporting relationships, confidentiality agreements, all financial records including contracts as well as records related to pay and benefits, and any records related to internships as a form of employment and the Minister's Office budget. The time frame is April 1, 2012 to August 10, 2012.",Agriculture,organization,0.00,2012-09-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3738716&title=FOI%20Request%20-%20AGR-2012-00062,1034110,4,0,0
ocd-division/country:ca/province:bc,ARR-2012-00058,3738724,58,"All contracts and funding agreements since January 1, 2009 to [August 16, 2012] for:  Tides Canada, David Suzuki Foundation, Environmental Defence, Sierra Club, Western Canadian Wilderness Committee/ Wilderness Committee.",Aboriginal Relations and Reconciliation,academia,0.00,2012-09-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3738724&title=FOI%20Request%20-%20ARR-2012-00058,22555,1,0,0
ocd-division/country:ca/province:bc,HTH-2012-00114,3735957,114,"Contracts between the Provincial Government and Angus Reid Public Opinion / Vision Critical along with a description of services rendered for the timeframe December 7, 2011 to June 7, 2012.",Health,public,0.00,2012-09-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3735957&title=FOI%20Request%20-%20HTH-2012-00114,164092,2,0,0
ocd-division/country:ca/province:bc,JAG-2012-01263,3738676,1263,"Copy of the complete fire report relating to a fire which occurred at 1165 Moon Avenue Williams Lake, BC on April 12, 2011.",Justice,business,0.00,2012-09-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3738676&title=FOI%20Request%20-%20JAG-2012-01263,464784,3,0,0
ocd-division/country:ca/province:bc,TRA-2012-00253,3738700,253,"The agreement of the lease for the Deep Bay Harbour as well as the actual size of the right-of-way; A current copy of the Right of way lease agreement with Small Craft Harbour or Deep Bay Harbour authority with the MOT; A scale drawing of District Lot 1, Newcastle District Plan 20442, File PS100724.",Transportation and Infrastructure,public,0.00,2012-09-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3738700&title=FOI%20Request%20-%20TRA-2012-00253,982948,12,0,0
ocd-division/country:ca/province:bc,TRA-2012-00262,3738664,262,Copy of permit #2012-01827 from the Skeena District highways department for access and maintenance of a gravel road.,Transportation and Infrastructure,public,0.00,2012-09-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3738664&title=FOI%20Request%20-%20TRA-2012-00262,596583,5,0,0
ocd-division/country:ca/province:bc,TRA-2012-00201,3740729,201,Records that relate to the establishment of Hawkins Road in Comox (Goose Spit).  Approximate timeframe is 1970 - 1972.,Transportation and Infrastructure,business,60.00,2012-09-20,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3740729&title=FOI%20Request%20-%20TRA-2012-00201,101157216,108,0,0
ocd-division/country:ca/province:bc,FIN-2012-00179,3747585,179,"The receipts and any other documents that support the purchasing card payment as shown in the supplementary documents for the 2011-12 Public Accounts totalling $1,758.25 to Zambri's Restaurant.",Finance,public,0.00,2012-09-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3747585&title=FOI%20Request%20-%20FIN-2012-00179,342897,3,0,0
ocd-division/country:ca/province:bc,FIN-2012-00180,3747615,180,"The receipts and any other documents that support the two purchasing card payments as shown in the supplementary documents for the 2011-12 Public Accounts totalling $2,628.60 to the Lift Bar and Grill.",Finance,public,0.00,2012-09-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3747615&title=FOI%20Request%20-%20FIN-2012-00180,154186,4,0,0
ocd-division/country:ca/province:bc,FIN-2012-00181,3749185,181,"The receipts and any other documents that support the two purchasing card payments as shown in the supplementary documents for the 2011-12 Public Accounts totalling $3,267.66 to the Ferris Oyster Bar.",Finance,public,0.00,2012-09-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3749185&title=FOI%20Request%20-%20FIN-2012-00181,558057,4,0,0
ocd-division/country:ca/province:bc,FIN-2012-00182,3749198,182,"The receipts and any other documents that support the two purchasing card payments as shown in the supplementary documents for the 2011-12 Public Accounts totalling $2,256.34 to Cioppino's Restaurant.",Finance,public,0.00,2012-09-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3749198&title=FOI%20Request%20-%20FIN-2012-00182,737135,8,0,0
ocd-division/country:ca/province:bc,FIN-2012-00183,3749217,183,"The receipts and any other documents that support the purchasing card payment as shown in the supplementary documents for the 2011-12 Public Accounts totalling $2,094.63 to the Blue Water Cafe.",Finance,public,0.00,2012-09-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3749217&title=FOI%20Request%20-%20FIN-2012-00183,1089058,3,0,0
ocd-division/country:ca/province:bc,FIN-2012-00184,3749416,184,"The receipts and any other documents that support the two purchasing card payments as shown in the supplementary documents for the 2011-12 Public Accounts totalling $1,073.33 to the C Restaurant.",Finance,public,0.00,2012-09-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3749416&title=FOI%20Request%20-%20FIN-2012-00184,353735,4,0,0
ocd-division/country:ca/province:bc,FIN-2012-00185,3749521,185,"The receipts and any other documents that support the two purchasing card payments as shown in the 2011-12 Public Accounts totalling $2,279.68 to Bishop's Restaurant Ltd.",Finance,public,0.00,2012-09-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3749521&title=FOI%20Request%20-%20FIN-2012-00185,1500604,6,0,0
ocd-division/country:ca/province:bc,EGM-2012-00110,3750778,110,"All briefing notes, issues notes and situation reports held or generated by the Assistant Deputy Minister of the Gaming Policy and Enforcement Branch for the period of January 1-31, 2012 and June 1-30, 2012.","Energy, Mines and Natural Gas",media,0.00,2012-09-25,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3750778&title=FOI%20Request%20-%20EGM-2012-00110,50519,7,0,0
ocd-division/country:ca/province:bc,TRA-2012-00259,3749559,259,Regarding property located at 2nd Avenue & Front Street in Salmon Beach BC: All related maps and formal surveys showing the section of road(s) that the Ministry is considering selling; Copies of all engineering and construction documents related to the recent berm improvement work undertaken in June/July 2012; Supporting geotechnical reports permitting road material to be pushed into Wendy Creek; Copies of recent applications advanced to the Ministry for purchase of the land(s) in question.,Transportation and Infrastructure,public,0.00,2012-09-25,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3749559&title=FOI%20Request%20-%20TRA-2012-00259,3518465,3,0,0
ocd-division/country:ca/province:bc,AED-2012-00059,3749579,59,"Specific records (as listed in request) related only to the College and Institute Act, Royal Roads University Act and University Act components of Bill 18 on the following subjects: the development of and amendments to Bill 18, the 2011 Advanced Education Statutes Amendment Act; any cabinet agenda at which Bill 18 was discussed, including background information submitted to Cabinet; briefing notes prepared for the Minister of Advanced Education, including Question Period preparation on the subject of Bill 18; and letters sent from the Ministry of Advanced Education to post-secondary stakeholder groups. The time frame is Sept 1, 2011 to June 1, 2012.","Advanced Education, Innovation and Technology",public,0.00,2012-09-26,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3749579&title=FOI%20Request%20-%20AED-2012-00059,1797309,23,0,0
ocd-division/country:ca/province:bc,FIN-2012-00207,3750688,207,"All receipts, expense claim forms, statements, voucher forms and all other supporting documentation for credit card expenses charged by the Office of the Premier at the following businesses:  Artina's Jewellery, BC Moving, Blue Water Café, Bishops Restaurant, C Restaurant, Capilano Suspension Bridge , Cioppinos, Copper Chimney Restaurant, Ferris Oyster Bar, Hapa Umi Restaurant, Lift Bar Grill, Mark Anthony, Minerva Foundation, NKMIP Cellars, The Parliamentary Restaurant, Ottawa, Quails Gate Vineyard, Rocky Creek Winery, TM - BC Lions Football, Zambris Restaurant.  Time frame is April 1, 2011 to March 31, 2012.",Finance,media,0.00,2012-09-26,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3750688&title=FOI%20Request%20-%20FIN-2012-00207,8840845,95,0,0
ocd-division/country:ca/province:bc,CTZ-2012-00109,3750740,109,"All costs and contracts related to leases for Ambulance Stations 109, 121, 123, 125, 127 for the period 2010 - [August 10, 2012]",Citizens' Services and Open Government,organization,0.00,2012-09-27,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3750740&title=FOI%20Request%20-%20CTZ-2012-00109,7105267,125,0,0
ocd-division/country:ca/province:bc,OOP-2012-00526,3750680,526,"Any and all records related to Consumer Research as referenced in Ken Boessenkool's calendar on May 29, 2012, including but not be limited to: meeting records, briefing records, Points to note, talking points, Qs and As, public opinion polls, final reports, media summaries and analysis, background analyses, memos and communications records (letters, emails text messages, pin messages, BBM messages, phone logs) regarding this Consumer Research update and consumer research more generally exchanged by Boessenkool with the executive level of GCPE (including Athana Mentzelopoulos, John Paul Fraser and Catherine Loiacono) and/or Office of the Premier/IGRS personnel (including Dimitri Pantazopoulos and Neil Sweeney). The time frame is May 21, 2012 to [August 13, 2012].",Office of the Premier,organization,0.00,2012-09-27,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3750680&title=FOI%20Request%20-%20OOP-2012-00526,523907,1,0,0
ocd-division/country:ca/province:bc,CSC-2012-00020,3767261,20,"Reports and correspondence regarding proposals and studies for or against provincial regulation of mixed martial arts and other combat sports. Time period of January 1, 2010 to March 15, 2012.","Community, Sport and Cultural Development",media,0.00,2012-09-28,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3767261&title=FOI%20Request%20-%20CSC-2012-00020,1355480,42,0,0
ocd-division/country:ca/province:bc,EDU-2012-00078,3767272,78,"Copies of any and all information related to the Good Shepherd Christian School 05396534; specifically internal reviews, inspections, and documents related to the history / inception of school.  Time Frame: Since the school's inception to [ June 29, 2012 ]",Education,business,0.00,2012-09-28,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3767272&title=FOI%20Request%20-%20EDU-2012-00078,3357940,79,0,0
ocd-division/country:ca/province:bc,JTI-2012-00112,3749626,112,"A list of all organizations, businesses, offices and other agencies who received the BC JobFest promotional package in the summer of 2012, including the total cost of designing, printing, packaging, producing and sending these JobFest promotional packages.","Jobs, Tourism and Skills Training",organization,0.00,2012-09-28,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3749626&title=FOI%20Request%20-%20JTI-2012-00112,88859727,74,0,0
ocd-division/country:ca/province:bc,MOE-2012-00108,3767469,108,"All briefing notes to the Minister prepared between April 1 - 30, 2012",Environment,media,0.00,2012-09-28,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3767469&title=FOI%20Request%20-%20MOE-2012-00108,2211532,52,0,0
ocd-division/country:ca/province:bc,MOE-2012-00202,3767216,202,"Regarding 7889 132 Street, Surrey, BC:  Information pertaining to underground or above ground storage tanks, environmental HAZMAT response, spills or violations.",Environment,business,0.00,2012-09-28,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3767216&title=FOI%20Request%20-%20MOE-2012-00202,1887940,12,0,0
ocd-division/country:ca/province:bc,MOE-2012-00203,3767221,203,"Regarding 1647 Broadway Street, Port Coquitlam BC:  Information pertaining to underground or above ground storage tanks, environmental HAZMAT response, spills or violations.",Environment,business,0.00,2012-09-28,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3767221&title=FOI%20Request%20-%20MOE-2012-00203,704454,2,0,0
ocd-division/country:ca/province:bc,MOE-2012-00210,3768637,210,"All records relating to outbreaks of sea lice, Infectious Salmon Anaemia, Infectious Haematopoietic Necrosis and any other diseases or viruses on salmon farms in British Columbia from August 15, 2009 to August 15, 2012; Any material that is deemed out of scope or unresponsive be left in the records.",Environment,organization,0.00,2012-09-28,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3768637&title=FOI%20Request%20-%20MOE-2012-00210,540877,4,0,0
ocd-division/country:ca/province:bc,CFD-2012-01238,3772061,1238,"A list of all individual payments made to the BC Lions including $320,000 from CFD and $637,000 from CSCD, as disclosed in the Public Accounts 2011/12 Consolidated Revenue Fund Detailed Schedules of Payments For the Fiscal Year Ended March 31, 2012 including the amounts, dates, transaction numbers and reasons for payments.",Children and Family Development,media,0.00,2012-10-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3772061&title=FOI%20Request%20-%20CFD-2012-01238,508050,1,0,0
ocd-division/country:ca/province:bc,EGM-2012-00109,3772073,109,"All records regarding the May 2, 2012 FOI request review meeting with general manager Jay Chambers.","Energy, Mines and Natural Gas",media,0.00,2012-10-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3772073&title=FOI%20Request%20-%20EGM-2012-00109,4033356,134,0,0
ocd-division/country:ca/province:bc,EGM-2012-00157,3772086,157,All general records between the BC government and Fortune Minerals that pertain to special use permit number S24493.,"Energy, Mines and Natural Gas",organization,0.00,2012-10-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3772086&title=FOI%20Request%20-%20EGM-2012-00157,945967,10,0,0
ocd-division/country:ca/province:bc,EGM-2012-00174,3772054,174,"All briefing notes, issues notes, media lines and talking points prepared for, held or generated by Minister Coleman and Minister MacDiarmid regarding the Distribution of Liquor Project/LDB privatization for the period of April 30, 2012 to July 31, 2012.","Energy, Mines and Natural Gas",media,0.00,2012-10-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3772054&title=FOI%20Request%20-%20EGM-2012-00174,1511292,7,0,0
ocd-division/country:ca/province:bc,MOE-2012-00213,3772976,213,"All contracts and funding agreements with a start date between January 1, 2009 and [August 16, 2012] with: Tides Canada, David Suzuki Foundation, Environmental Defence, Sierra Club, Western Canadian Wilderness Committee/ Wilderness Committee.",Environment,academia,0.00,2012-10-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3772976&title=FOI%20Request%20-%20MOE-2012-00213,1742928,20,0,0
ocd-division/country:ca/province:bc,CSC-2012-00073,3750747,73,"The agreement between the Province of BC and Golf Canada (aka Royal Canadian Golf Association), the Vancouver Golf Club, Ladies Professional Golf Association, CBC and CN or their agents and representatives for sponsorship by the Province of BC of the 2012 CN Canadian Women's Open Golf Tournament.","Community, Sport and Cultural Development",media,0.00,2012-10-03,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3750747&title=FOI%20Request%20-%20CSC-2012-00073,521664,2,0,0
ocd-division/country:ca/province:bc,JAG-2012-01325,3772998,1325,"Any and all information related to Section 34(2)(C))of the Correction Act Regulations, specifically, how the calculation of remission award determines the specific amount of days given within Sections 34(2)(C),(ii)(iii).",Justice,business,0.00,2012-10-03,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3772998&title=FOI%20Request%20-%20JAG-2012-01325,552446,8,0,0
ocd-division/country:ca/province:bc,MSD-2012-00742,3773073,742,"All contracts and funding agreements since January 1, 2009 to [August 16, 2012] for:  Tides Canada, David Suzuki Foundation, Environmental Defence, Sierra Club, Western Canadian Wilderness Committee/ Wilderness Committee.",Social Development,academia,0.00,2012-10-03,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3773073&title=FOI%20Request%20-%20MSD-2012-00742,4374148,106,0,0
ocd-division/country:ca/province:bc,MSD-2012-00794,3773057,794,"An electronic list of contracts issued by the Ministry including fields for the contractor, contract value, date contract awarded and description of work for contracts of $10,000 or more awarded by tender or RFP. Timeframe is January 1, 2012 to August 31 2012.",Social Development,media,0.00,2012-10-03,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3773057&title=FOI%20Request%20-%20MSD-2012-00794,645340,1,0,0
ocd-division/country:ca/province:bc,OOP-2012-00439,3774918,439," All records relating to the Advanced Education (Colleges/ universities) portions of the  following subjects: The development of and amendments to Bill 18, the 'Advanced Education Statutes Amendment Act. 2011'; Any cabinet agenda at which Bill 18 was discussed, including background info on Bill 18 submitted to Cabinet; Briefing notes prepared for the Minister of Advanced Education, including Question Period preparation, on the subject of Bill 18; Letters sent from the Ministry of Advanced Education to post-secondary stakeholder groups, including unions, students' societies, faculty associations, university or college presidents and Boards of Governors; The timeframe is September 1, 2011 to June 1, 2012.",Office of the Premier,public,0.00,2012-10-03,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3774918&title=FOI%20Request%20-%20OOP-2012-00439,1017634,19,0,0
ocd-division/country:ca/province:bc,TRA-2012-00252,3772987,252,"Records relating to adding or removing signage on Highway 99 southbound, south of King George Highway, that would have occurred after June 29, 2011,specifically regarding U-Turn/No U-Turn signage.",Transportation and Infrastructure,business,195.00,2012-10-03,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3772987&title=FOI%20Request%20-%20TRA-2012-00252,764280,11,0,0
ocd-division/country:ca/province:bc,CSC-2012-00068,3774911,68,"A list of all individual payments made to the BC Lions including $320,000 from CFD and $637,000 from CSCD, as disclosed in the Public Accounts 2011/12 Consolidated Revenue Fund Detailed Schedules of Payments For the Fiscal Year Ended March 31, 2012 including the amounts, dates, transaction numbers and reasons for payments.","Community, Sport and Cultural Development",media,0.00,2012-10-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3774911&title=FOI%20Request%20-%20CSC-2012-00068,466951,1,0,0
ocd-division/country:ca/province:bc,EGM-2012-00170,3780288,170,An electronic copy of the most recent document for Myra Falls Mine Operation's Reclamation Plan and/or Decommissioning Plan.,"Energy, Mines and Natural Gas",organization,0.00,2012-10-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3780288&title=FOI%20Request%20-%20EGM-2012-00170,5005353,125,0,0
ocd-division/country:ca/province:bc,FNR-2012-00223,3772099,223,Copy of the White Lake Area's Forest Development Plan legal public meeting advertisements for the years 1996 and 1997.,"Forests, Lands and Natural Resource Operations",public,0.00,2012-10-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3772099&title=FOI%20Request%20-%20FNR-2012-00223,5686693,28,0,0
ocd-division/country:ca/province:bc,FNR-2012-00234,3772082,234,Access to Tenure file number 8013966 across District lots 1947-1945.,"Forests, Lands and Natural Resource Operations",public,0.00,2012-10-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3772082&title=FOI%20Request%20-%20FNR-2012-00234,2992754,18,0,0
ocd-division/country:ca/province:bc,JAG-2012-01383,3780406,1383,"Regarding incident number CNO 2009 08 28 13 01:  A copy of the full, complete fire report submitted to the Office of the Fire Commissioner from the fire department in relation to the fire at Suite #214 at 309 West 3rd Street, North Vancouver which occurred on August 28, 2009.",Justice,business,0.00,2012-10-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3780406&title=FOI%20Request%20-%20JAG-2012-01383,464993,3,0,0
ocd-division/country:ca/province:bc,PSA-2012-00144,3775063,144,Any and all records related to Dimitri Pantazopoulos' leave from the civil service to go work for the BC Liberal Party on its election campaign.,Finance,organization,0.00,2012-10-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3775063&title=FOI%20Request%20-%20PSA-2012-00144,612821,4,0,0
ocd-division/country:ca/province:bc,CSC-2012-00067,3775098,67,"A list of all individual payments made to 2010 Legacies Now Society, totalling the $15,706,926 disclosed in the Public Accounts 2011/12 Consolidated Revenue Fund Detailed Schedules of Payments For the Fiscal Year Ended March 31, 2012 including the amounts, dates, transaction numbers and reasons for payments; A list of all individual payments made to 2015 Canada Winter Games Host Society, totalling the $10,120,000 disclosed in the Public Accounts 2011/12 Consolidated Revenue Fund Detailed Schedules of Payments For the Fiscal Year Ended March 31, 2012 including the amounts, dates, transaction numbers and reasons for payments.","Community, Sport and Cultural Development",media,0.00,2012-10-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3775098&title=FOI%20Request%20-%20CSC-2012-00067,550102,1,0,0
ocd-division/country:ca/province:bc,FIN-2012-00189,3772949,189,"Any and all contracts either currently in effect or expired for any work done by Kirk and Co. including a list providing term, amount, service and method of award. The time frame is May 12, 2009 to August 7, 2012.",Finance,organization,0.00,2012-10-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3772949&title=FOI%20Request%20-%20FIN-2012-00189,113878103,124,0,0
ocd-division/country:ca/province:bc,GCP-2012-00151,3778802,151,"All speaking notes/speech records (including all final speeches) and communication materials prepared for and/or delivered by Premier Christy Clark (or anyone representing the Premier) that are in the custody and control of GCPE. Timeframe is May 5 to July 6, 2012.",Citizens' Services and Open Government,organization,0.00,2012-10-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3778802&title=FOI%20Request%20-%20GCP-2012-00151,6550138,181,0,0
ocd-division/country:ca/province:bc,OOP-2012-00446,3778673,446,"All speaking note/speech records (including all final speeches) prepared for and/or delivered by Premier Christy Clark or anyone representing the Premier.  Timeframe is May 5 to July 6, 2012 inclusive.",Office of the Premier,organization,0.00,2012-10-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3778673&title=FOI%20Request%20-%20OOP-2012-00446,6641496,181,0,0
ocd-division/country:ca/province:bc,TRA-2012-00257,3777120,257,"Any information and/or documentation with respect to any construction and maintenance done on Highway #5 (Coquihalla Highway) southwest of exit 336 between Kamloops and Merritt on or about June 4, 2012.",Transportation and Infrastructure,business,0.00,2012-10-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3777120&title=FOI%20Request%20-%20TRA-2012-00257,3048058,166,0,0
ocd-division/country:ca/province:bc,CTZ-2012-00113,3778974,113,"All correspondence for the period of June 1, 2012 to Aug. 1, 2012 between Assistant Deputy Minister Bette-Jo Hughes and the following LDB personnel: Roger Bissoondatt, Kelly Wilson and Ken McDonnell.",Citizens' Services and Open Government,media,0.00,2012-10-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3778974&title=FOI%20Request%20-%20CTZ-2012-00113,475255,1,0,0
ocd-division/country:ca/province:bc,CTZ-2012-00114,3778903,114,"Any and all correspondence to or from personnel, contractors, agents and representatives for Dimex Group, GL Distribution, Schenker and Hillebrand Westlink regarding the Distribution of Liquor Project NRFP (SATP-301). Time frame is June 15, 2012 to Aug. 15, 2012.",Citizens' Services and Open Government,media,0.00,2012-10-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3778903&title=FOI%20Request%20-%20CTZ-2012-00114,2091212,52,0,0
ocd-division/country:ca/province:bc,EGM-2012-00156,3780332,156,"The decision letter from the Liquor Branch that denied an exercise of discretion for the relocation of the Three Gables Hotel liquor store in Penticton, BC.","Energy, Mines and Natural Gas",media,0.00,2012-10-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3780332&title=FOI%20Request%20-%20EGM-2012-00156,836616,5,0,0
ocd-division/country:ca/province:bc,EGM-2012-00173,3780318,173,The agenda and minutes of the conference Minister Coleman recently attended in London.,"Energy, Mines and Natural Gas",public,0.00,2012-10-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3780318&title=FOI%20Request%20-%20EGM-2012-00173,592878,8,0,0
ocd-division/country:ca/province:bc,EGM-2012-00179,3780326,179,"All correspondence between Cheryl Caldwell and/or Karen Ayers of the Liquor Control and Licensing Board and Peter Smailes of the University of British Columbia, dated between January 1, 2012 and August 24, 2012.","Energy, Mines and Natural Gas",public,0.00,2012-10-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3780326&title=FOI%20Request%20-%20EGM-2012-00179,944249,12,0,0
ocd-division/country:ca/province:bc,OOP-2012-00614,3780478,614,"The Lieutenant Governor's Executive Council appointment certificates and Oath for Member of the Executive Council certificates for all members of cabinet who were announced September 5 2012, as per news release 2012PREM0107-001290",Office of the Premier,media,0.00,2012-10-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3780478&title=FOI%20Request%20-%20OOP-2012-00614,3861878,36,0,0
ocd-division/country:ca/province:bc,EGM-2012-00069,3782832,69,"All Briefing Notes to the Minister prepared between April 01 - 30, 2012","Energy, Mines and Natural Gas",media,0.00,2012-10-10,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3782832&title=FOI%20Request%20-%20EGM-2012-00069,1744218,28,0,0
ocd-division/country:ca/province:bc,EGM-2012-00105,3782829,105,"The final Cariboo Region Placer Mine Inspection Report December 2011 and the initial (draft) sent to MEM for comment.  For the timeframe December 1, 2010 to December 31, 2011 and specific to the core group who worked on the report:  Any written correspondence including emails received at FLNRO or MOE staff from managers at Mines after Mines' initial review of the draft report;  Any written correspondence including emails between staff and managers of FLNRO, MOE and Mines that influenced the authors final draft;  Any correspondence including emails between the ministry and First Nations involved with this report.","Energy, Mines and Natural Gas",organization,0.00,2012-10-10,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3782829&title=FOI%20Request%20-%20EGM-2012-00105,3116691,75,0,0
