division_id,identifier,position,abstract,date
ocd-division/country:ca/csd:3506008,A-2015-00153,153,"All dates for overtime for grading Bruce Pitt Parking Lot (dates and number of overtime hours) years 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014. Only requesting information related to grading, please include equipment number",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00162,162,"Reports, memos and other records (not emails) since January 1, 2010 that detail and/or analyze options for restructuring City water and wastewater rate bills.",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00229,229,"Any documents and information pertaining to the Mackenzie King Bridge with regards to the following: 1- The average annual daily traffic (AADT) on the Mackenzie King Bridge for 2008 or earlier, with estimated annual growth rate, percentage trucks and percentage buses (i.e. traffic breakdown). 2- Axle configuration and loading for buses using the Mackenzie King Bridge for 2008; and 3- The asphalt mix designs for the previous resurfacing/rehabilitations on the Mackenzie King Bridge in 2005, 2006 and 2007",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00240,240,"Information pertaining to Hazardous Material Spills: -What level of training do firefighters get for Hazardous Materials spills? - Is there a dedicated team who deal with HazMat spills, or are all firefighters trained to the same level? - What type of response vehicle is used, if any? - What type of personal protective equipment is used/worn by the HazMat trained responders? -What type of reference materials or database is used? (Example: National Institute for Occupational Safety & Health, Canada Occupational Safety & Health, etc",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00268,268,All briefing material prepared for Deputy City Manager John Moser in March 2015 related to LRT,2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00274,274,"Fire report regarding incident that occurred on January 1, 2013 at Lowe's Canada Store at 340 West Hunt Club Road, related to sprinkler flood.",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00335,335,"All financial statements including purchasing card statements, in relation to receptions, hospitality or any entertainment related to staff directly working on Ottawa 2017 celebrations since January 1, 2015.",2015-06-01/2015-08-31
ocd-division/country:ca/csd:3506008,A-2015-00339,339,"Yearly vehicle maintenance excel spreadsheet summaries from the fleet M5 system records, from January 2007 to date for all vehicles. Financial records that show billed costs and actual parts, repairs/yearly actual costs and net gains or losses, including Tymco DST-6 street sweepers.",2015-06-01/2015-08-31
ocd-division/country:ca/csd:3506008,A-2015-00341,341,"All complaints to the city, regarding noise from construction sites from Jan 1/2013 to May 27, 2015",2015-06-01/2015-08-31
ocd-division/country:ca/csd:3506008,A-2015-00343,343,"Copy of all assessments, reports, memos prepared by City of Ottawa staff of/on the public transit fund announced in the 2015 federal budget.",2015-06-01/2015-08-31
ocd-division/country:ca/csd:3506008,A-2015-00345,345,An electronic list (e.g. a spreadsheet or database file) of all potholes reported to the City of Ottawa since January 2010,2015-06-01/2015-08-31
ocd-division/country:ca/csd:3506008,A-2015-00457,457,"Requesting the following information for all City of Ottawa unclaimed cheques drawn and issued between January 1st, 2014 and December 31st, 2014 and still outstanding by July 1st, 2015: 1) Cheque number 2) Cheque date 3) Amount 4) Beneficiary name",2015-06-01/2015-08-31
ocd-division/country:ca/csd:3506008,A-2015-00459,459,An electronic list in the precise locations of all traffic signals in the city - indicating which traffic signals have Audible Pedestrian Signals,2015-06-01/2015-08-31
ocd-division/country:ca/csd:3506008,A-2015-00463,463,"All briefing material (briefing notes, memos, reports, etc) provided to Deputy Manager John Moser and/or GM, Infrastructure Services Wayne Newell related to accessibility, from January 2015 to present",2015-06-01/2015-08-31
ocd-division/country:ca/csd:3506008,A-2015-00466,466,"All records related to collisions between motor vehicles and cyclists, in the city from January 2014 to July 27, 2015. Please include the location of the collisions, the time and date of the collisions, any information that describes what happened.",2015-06-01/2015-08-31
ocd-division/country:ca/csd:3506008,A-2015-00471,471,"Looking for copies of call up or P.O. for all temporary staff placed at the City of Ottawa - Jan 1st., 2014 to current date",2015-06-01/2015-08-31
