division_id,identifier,position,abstract,classification,applicant_type,date_accepted,date,decision,number_of_pages
ocd-division/country:ca/csd:3520005,AG-2011-01131,1131,A copy of the schedule or other documentation describing the operating hours and/or level of service which the City is required to deliver in relation to Ferry service to the Toronto Islands.,general,business,2011-06-22,2011-08-19,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01325,1325,"A copy of the building, plumbing and HVAC inspection reports pertaining to permit number 10259599. Records pertaining to [a specified address].",general,public,2011-07-22,2011-08-19,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01366,1366,"A copy of the fire report for the motor vehicle accident at HWY 427 southbound 300 QEW. The incident occurred on April 14, 2010 at approximately 8:55 a.m.",general,public,2011-07-25,2011-08-19,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01314,1314,"A copy of the fire report for [a specified address], Etobicoke. The incident occurred on July 5, 2011.",general,business,2011-07-22,2011-08-22,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01320,1320,A copy of the ML&S file number B10520 regarding an inspection completed at [a specified address].,general,public,2011-07-22,2011-08-22,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01367,1367,"A copy of the fire report including notes for [a specified address], Toronto. The incident occurred on December 19, 2010.",general,public,2011-07-25,2011-08-22,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01333,1333,"A copy of the records relating to construction at [a specified address], including all permits issued and inspection reports.",general,public,2011-07-26,2011-08-22,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01369,1369,"A copy of the fire report for [a specified address], North York. The incident occurred on May 23, 2011.",general,business,2011-07-26,2011-08-22,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01370,1370,"A copy of the fire report for [a specified address], Toronto. The incident occurred on July 16, 2011.",general,business,2011-07-26,2011-08-22,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01365,1365,A copy of the PFR records regarding the removal of trees on Malcolm Avenue for the past 30 years.,general,public,2011-07-27,2011-08-22,discontinued,
ocd-division/country:ca/csd:3520005,AG-2011-01219,1219,"All correspondence sent/received by email by the following staff: Peter Langdon, Kerri Voumvakis, and Noreen Dunphy that include keywords ""Minnan-Wong"" and/or ""rental replacement"" in the subject heading or text of email. Timeframe: June 14 - July 8, 2011.",general,government,2011-07-28,2011-08-22,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01133,1133,"A copy of all documents (incl. electronic and audio) with respect to breaks/ruptures of water mains underneath Shuter Street between Jan. and Aug. 2010, inclu. all reports, photos, etc. Also all maintenance/inspection records from Jan. 2007 to Aug. 2011.",general,business,2011-06-21,2011-08-23,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01336,1336,A copy of all building permits relating to [a specified address] from 1970 to present.,general,public,2011-07-26,2011-08-23,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01368,1368,"A copy of the fire report for [a specified address]. The incident occurred on July 4, 2011, including any additional records (i.e. investigation notes, photographs, ect.).",general,business,2011-07-26,2011-08-23,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01348,1348,"A copy of the IBMS property record for [a specified address], including the number of units, building type, number of tenants, number of kitchens and bathrooms and any other information. No personal information is required.",general,business,2011-07-27,2011-08-23,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01352,1352,"A list of all City of Toronto unclaimed cheques drawn and issued between Jan. 1, 2010 and Dec. 31, 2010 and still outstanding by July 15, 2011. The list should include 1. cheque number, 2. cheque Date, 3. amount, and 4. beneficiary name.",general,business,2011-07-27,2011-08-23,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01372,1372,"A copy of the fire report for [a specified address], Toronto. The incident occurred on July 8, 2011.",general,business,2011-07-27,2011-08-23,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01358,1358,"A copy of any building permits (since April 15, 2010) made by [an individual], including any information with respect to wheelchair ramps, plumbing, renovation work, or inspection completed for [a specified address].",general,public,2011-07-28,2011-08-23,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01375,1375,"A copy of the fire report for [a specified address], Toronto. The incident occurred on September 14, 2010.",general,public,2011-07-29,2011-08-23,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01304,1304,A copy of the Trades Complaint (file no. B02122) regarding the work Pioneer Windows and Doors Inc. completed on [a specified address]. Also a copy of the waiver on file.,general,public,2011-07-19,2011-08-24,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01351,1351,"A copy of all realty tax information regarding [a specified address] including documents with respect to the tax assessment, the application for tax refund, the outcome of the refund/application, and reviews or appeals. For the taxation year 2009-2010.",general,business,2011-07-27,2011-08-24,all disclosed,
ocd-division/country:ca/csd:3520005,AP-2011-01279,1279,A copy of Ontario Works file for [an individual].,personal,public,2011-07-18,2011-08-25,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01340,1340,"A copy of the IBMS property record for [a specified address], including the number of units, building type, number of tenants, number of kitchens and bathrooms and any other information. No personal information is required.",general,business,2011-07-26,2011-08-25,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01344,1344,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-26,2011-08-25,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01373,1373,"A copy of the fire report for [a specified address], Toronto. The incident occurred on July 12, 2011.",general,business,2011-07-28,2011-08-25,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01359,1359,"A copy of the building permit no. 1987-020834 for [a specified address], Toronto.",general,public,2011-07-29,2011-08-25,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01360,1360,"A copy of the dog bite incident records for the incident occurred at [a specified address]. The incident occurred on June 28, 2011.",general,public,2011-07-29,2011-08-25,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00852,852,A copy of all proposal/bid submissions made by all parties making submissions in response to REOI No. 9117-11-7047.,general,business,2011-05-06,2011-08-26,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01309,1309,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-22,2011-08-26,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01280,1280,"Records from Toronto EMS relating to the incident that occurred on December 22, 2007 at [a specified address].",general,business,2011-07-15,2011-08-29,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01293,1293,A copy of the archival records including the PhD Dissertation research agreement and the list of items attached.,general,academia,2011-07-19,2011-08-29,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01381,1381,"A copy of the lot grading plan and lot grading certificate for [a specified address], Toronto.",general,public,2011-07-29,2011-08-29,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01410,1410,"A copy of the dog bite report documents relating to the dog bit incident that occurred at McCowan Road and Sheppard Avenue East. The incident occurred on July 12, 2010.",general,public,2011-07-29,2011-08-29,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01356,1356,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-29,2011-08-29,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01300,1300,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-20,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01346,1346,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-20,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01335,1335,"A copy of any documents relating to [a specified address] regarding flooding issues occurring from 2005 to present, including any reports/service records. Also any reports/service records relating to sewer blocks in the area (Aug. 2009 and October 2010).",general,business,2011-07-26,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01371,1371,"A copy of the fire report for [a specified address], Toronto. The incident occurred on February 18, 2011.",general,business,2011-07-27,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00971,971,"Copies of any documents or correspondence related to the sewer/drain connections for [a specified address], York, including any description of work done and any direction provided to the previous owners in the last 5 years.",general,public,2011-05-27,2011-08-31,discontinued,
ocd-division/country:ca/csd:3520005,AP-2011-01378,1378,"A copy of the Ontario Works file for [an individual], including documents from the Niagara office and documents relating to the overpayment and calculations of it.",personal,public,2011-07-28,2011-09-01,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00546,546,"A copy of the reasons/issues the whirl pool at  [a specified address] was required to close, including specific dates when this took effect. Also a copy of the records pertaining to a water problem - when and why the City worked on the pipes in 2010.",general,business,2011-04-07,2011-09-07,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01298,1298,"A copy of all communications and correspondence (including emails) related to the core services review released starting July 11, 2011, as well as the buyouts offered to municipal employees.",general,public,2011-07-20,2011-09-08,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01188,1188,"A copy of the annual report (anything from 2007 to present) with respect to the Jarvis George Housing Cooperative, including any financial board and spending information. Also any correspondence between the Jarvis George Housing Cooperative and the City.",general,public,2011-07-04,2011-09-09,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01350,1350,A copy of all records related to the ML&S inspection/notice of violation at [a specified address]. The inspection/order was with respect to a patio deck and occurred around October 2010.,general,public,2011-07-25,2011-09-09,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01321,1321,"A copy of the RFQ No. 0114-11-0001, including pages 1, 10, 14, 15, 20, 21, 28, 34, 41 to 58, and 65. Also pages 2, 3, 4 & 5 of the Price Schedule (part of Addendum No. 1). The submission was made by Work Authority.",general,business,2011-07-22,2011-09-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01285,1285,"Any documents, including but not limited to e:mails, text messages, other electronic records, internal memoranda, handwritten notes which discuss, or track public opinion, formally or informally, on cycling issues, Pride, Jarvis bike lanes.",general,media,2011-07-18,2011-09-16,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01332,1332,A copy of the arborist's report pertaining to a Toronto arborist who attended [a specified address] in August 2010.,general,business,2011-07-26,2011-09-20,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01281,1281,Records from EMS relating to the investigation of the death of [an individual].,general,business,2011-07-15,2011-09-27,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01283,1283,"Any documents, including but not limited to e:mails, text messages, other electronic records, internal memoranda, handwritten notes relating to the Pride events.",general,media,2011-07-18,2011-09-27,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01284,1284,"Any documents, including but not limited to e:mails, text messages, other electronic records, internal memoranda, handwritten notes which discuss, formally or informally, cycling issues and the Jarvis Street bike lanes.",general,media,2011-07-18,2011-09-27,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01343,1343,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-21,2011-09-29,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01357,1357,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-29,2011-09-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01308,1308,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-22,2011-10-07,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01307,1307,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-21,2011-10-13,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01327,1327,"A copy of the Ontario Works file for [an individual], including summary of payments, benefit information, and medical documentation.",personal,public,2011-07-25,2011-10-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01362,1362,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-29,2011-10-27,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01387,1387,"All records relating to the Union Station Revitalization Project, in particular trade contract No. 16050 Electrical Systems and Stage 1 WP3 Mechanical and Electrical Systems.",general,business,2011-07-29,2011-11-02,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01301,1301,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-20,2011-11-15,all disclosed,
ocd-division/country:ca/csd:3520005,AP-2011-01342,1342,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-20,2011-11-21,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01345,1345,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-26,,,
ocd-division/country:ca/csd:3520005,AP-2011-01353,1353,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-28,,,
ocd-division/country:ca/csd:3520005,AP-2011-01355,1355,A copy of the employment file for [an employee].,personal,public,2011-07-28,,,
ocd-division/country:ca/csd:3520005,AP-2011-01363,1363,A copy of the Ontario Works file for [an individual].,personal,public,2011-07-29,,,
ocd-division/country:ca/csd:3520005,AG-2011-01361,1361,"A copy of all documents submitted by the Festival Management Committee for the 2006, 2007, 2008, 2009 and 2010 Caribana Festival and for the 2011 Scotiabank Caribbean Festival.",general,business,2011-08-02,,,
ocd-division/country:ca/csd:3520005,AG-2011-01388,1388,"Any material describing the City's job description relating to wading pool attendants, including limitations on what they can do.",general,public,2011-08-03,2011-08-11,all disclosed,
ocd-division/country:ca/csd:3520005,AP-2011-01404,1404,A copy of the Ontario Works file for [an individual] from November 2009 to present.,personal,public,2011-08-05,2011-08-11,nothing disclosed,
ocd-division/country:ca/csd:3520005,AP-2011-01385,1385,"A copy of the employment file for [an employee], specifically confirmation of his absenteeism as a result of injuries from a motor vehicle accident (Jan. 26, 2010) including dates and financial losses from his sick bank.",personal,public,2011-08-02,2011-08-12,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01394,1394,"Archival records on Casa Loma Fonds 200, Series 1361, File 2. (requester's grandfather and father at Casa Loma 1934-1949).",general,public,2011-08-03,2011-08-12,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01383,1383,A copy of the Public Health inspection records for the inspection completed at [a specified address] in July 2011. The inspection was regarding mould and fungi growing due to a flood in the apartment.,general,public,2011-08-02,2011-08-15,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01406,1406,A copy of all previously issued building permits for all extensions and renovations completed on [a specified address].,general,public,2011-08-02,2011-08-17,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01389,1389,Copies of the entire permit file related to the signage at [a specified address]. from 1994 to present.,general,business,2011-08-03,2011-08-17,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01415,1415,"A copy of statistical data with respect to the record of offences registered against Toronto cab drivers by Toronto Police, including # of Highway Traffic Act related, # of Municipal By-Law related and # of convictions against taxi drivers per year.",general,public,2011-08-04,2011-08-17,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01399,1399,A copy of the inspection records for [a specified address] from Toronto Fire and ML&S. The inspections were completed in March 2011.  Also requested is the building permit issued back in 1996; records on the designated use of the property,general,public,2011-08-03,2011-08-18,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01414,1414,"A copy of all building inspection reports and notes for [a specified address], including permit #05-182611.",general,public,2011-08-03,2011-08-18,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01407,1407,A copy of the reports pertaining to bed bugs at [a specified address] from June and July 2011.,general,public,2011-08-02,2011-08-19,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01397,1397,"A copy of fire inspection reports for [a specified address].  The inspections took place on Jan. 6, 2011 and June 28, 2011.",general,public,2011-08-03,2011-08-19,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01382,1382,A copy of all building permits and inspection records for the construction work completed at [a specified address] between 2004 and 2006.,general,public,2011-08-02,2011-08-24,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01395,1395,A copy of any forms or records relating to building permit application # 85323 for [a specified address]. The permit was issued in 1965.,general,public,2011-08-02,2011-08-24,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01396,1396,A copy of any forms or records relating to building permit application # 85324 for [a specified address]. The permit was issued in 1965.,general,public,2011-08-02,2011-08-24,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01405,1405,A copy of the Ontario Works file for [an individual].,personal,public,2011-08-05,,,
ocd-division/country:ca/csd:3520005,AP-2011-01434,1434,A copy of the Ontario Works file for [an individual].,personal,public,2011-08-05,,,
ocd-division/country:ca/csd:3520005,AP-2011-01411,1411,A copy of the Ontario Works file for [an individual].,personal,public,2011-08-08,,,
ocd-division/country:ca/csd:3520005,AP-2011-01429,1429,A copy of the Ontario Works file for [an individual].,personal,public,2011-08-09,2011-08-15,discontinued,
ocd-division/country:ca/csd:3520005,AP-2011-01430,1430,"A copy of the updated Ontario Works file for [an individual] from April 13, 2010 to present.",personal,public,2011-08-09,2011-08-15,discontinued,
ocd-division/country:ca/csd:3520005,AP-2011-01431,1431,A copy of the Ontario Works file for [an individual].,personal,public,2011-08-10,2011-08-15,discontinued,
ocd-division/country:ca/csd:3520005,AG-2011-01444,1444,"A copy of documents, reports, memos & emails pertaining to third-party real estate appraisals of [a specified address] commissioned for Toronto Portlands Company in preparation for the request for bids issued on July 26, 2011. Info from Toronto Portlands Company.",general,media,2011-08-10,2011-08-17,discontinued,
ocd-division/country:ca/csd:3520005,AG-2011-01264,1264,"A copy of the fire report for [a specified address], Etobicoke. The incident occurred on June 26, 2011.",general,business,2011-08-09,2011-08-18,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01446,1446,"A copy of any documents relating to infractions against [a specified address]  between February 2010 and February 2011. Records from Fire, ML&S, and Public Health, including orders, notices, fines, reports, etc.",general,public,2011-08-11,2011-08-24,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01441,1441,"A copy of the fire report for [a specified address], Scarborough. The incident occurred on July 27, 2011.",general,business,2011-08-09,2011-08-26,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01432,1432,"A copy of the Ontario Works file for [an individual] from January 1, 2005 to present.",personal,public,2011-08-09,2011-08-26,all disclosed,
ocd-division/country:ca/csd:3520005,AP-2011-01454,1454,A copy of the Ontario Works file for [an individual].,personal,public,2011-08-11,2011-08-26,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01390,1390,"A copy of all documents, including but not limited to, e:mails, letters, memos and other documents relating to Mayor Rob Ford's July 20 trip to Ottawa.  Also, copies of all receipts for four first-class airline tickets to and from Ottawa for the said trip",general,media,2011-08-02,2011-08-29,nothing disclosed,
ocd-division/country:ca/csd:3520005,AP-2011-01386,1386,"A copy of the employment file for [an employee], including attendance records, payroll records, job description, status of sick days pre-accident, particulars re: sick day use post-accident, and if there is a mandatory retirement age.",personal,public,2011-08-02,2011-08-29,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01398,1398,"A copy of records pertaining to employee suggestions for service efficiencies and cost savings submitted as part of Organization Development and Learning's 'Ideas that Work' campaign between June 3 and 30, 2011.",general,public,2011-08-03,2011-08-29,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01457,1457,"A copy of any record of a phone call made to the City reporting an ice accumulation in between the doorway of a bus shelter located on Kipling Avenue and Kidron Valley Drive. The call would have occurred on December 4, 2007.",general,public,2011-08-09,2011-08-29,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01380,1380,A copy of the sewer maintenance records since 2006 for [a specified address].,general,business,2011-08-02,2011-08-30,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01391,1391,A copy of building permit (March 2011) and inspection for [a specified address].  The inspection related to heat/air conditioning.  Complete name of contractor by the name of Joe is required to file complaint.,general,public,2011-08-02,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01402,1402,"A copy of the fire report for [a specified address]. The incident occurred on July 15, 2011.",general,business,2011-08-04,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01403,1403,"A copy of the fire report for [a specified address], Toronto. The incident occurred on July 20, 2011.",general,business,2011-08-04,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01409,1409,A copy of the investigation records from Toronto Water pertaining to a leak at [a specified address]. The property damage occurred in July 2011. Reference number 1075462 / 1076892.,general,public,2011-08-04,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01436,1436,"A copy of the fire inspection records for [a specified address]. The inspection occurred on July 27 and 28, 2011.",general,public,2011-08-08,2011-08-30,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01437,1437,A copy of records containing the total cost of consulting services from K.C.I. (Ketchum) Canada between May 2009 to August 2011 that was made to the Toronto Zoo.,general,public,2011-08-09,2011-08-30,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01440,1440,"A copy of the fire report for [a specified address], Toronto. The incident occurred on October 13, 2010.",general,business,2011-08-09,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01379,1379,"A copy of the order issued after the fire inspection July 2011 at [a specified address]. Also all records relating to issues at [a specified address] since 2005 (incl. inspections, reports, orders, complaints, ect.). Records from Public Health, ML&S, and Fire Services",general,public,2011-08-02,2011-08-31,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01408,1408,A copy of the notes made on the basement of [a specified address] by Fire Services.,general,public,2011-08-02,2011-08-31,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01421,1421,"A copy of the road construction and sewer maintenance records for work and repair completed on Queen Elizabeth Blvd. and the intersections of Plastics Avenue, Canmotor Avenue, and Taymall Avenue.",general,public,2011-08-08,2011-08-31,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01455,1455,"A copy of any documentation created during the building of [a specified address], including inspection reports, soil conditions, notes on excavations, footing, pouring of flooring, etc.",general,public,2011-08-09,2011-08-31,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01428,1428,A copy of the Ontario Works file for [an individual] from September 2005 to present.,personal,public,2011-08-09,,,
ocd-division/country:ca/csd:3520005,AG-2011-01438,1438,"A copy of all records pertaining to [a specified address], including all building, ML&S, Public Health, Water, Transportation, and City Planning records. Also all records with respect to the original construction and use of the building.",general,business,2011-08-10,,,
ocd-division/country:ca/csd:3520005,AG-2011-01443,1443,"A copy of the fire report for [a specified address], Toronto. The incident occurred on June 13, 2011.",general,business,2011-08-10,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01448,1448,"A copy of all information related to [a specified address], including plans, permits, drawings, amendments, etc.",general,public,2011-08-10,2011-08-30,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01439,1439,A copy of the records indicating the taxes paid and billed for [a specified address] for the years 2000-2011. Also any other records or documents with respect to the municipal property taxes on [a specified address] from 2000 to 2011.,general,business,2011-08-10,2011-08-31,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01447,1447,A copy of any records or files showing outstanding issues against [a specified address] with respect to fire prevention code and ML&S.,general,public,2011-08-11,2011-08-31,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01485,1485,A copy of the ML&S records pertaining to [a specified address] from January 2007 to April 2008. Records should include the two payments made for clean up and details on when the clean up was completed.,general,public,2011-08-15,2011-08-31,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01417,1417,"A copy of the fire report for [a specified address]. The incident occurred on May 26, 2009. Also a copy of all building permits, permit applications, building inspections and inspection reports from 1970 to 2009.",general,business,2011-08-05,2011-09-02,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01424,1424,A copy of the service records pertaining to the sewer back up at [a specified address].  There have been calls made since 2005 requesting that the sewer be cleared due to blockage.,general,public,2011-08-05,2011-09-02,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01418,1418,"A copy of all building permits, permit applications, building inspections and reports for [a specified address].  Records from 1970 to 2009.",general,business,2011-08-05,2011-09-06,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01425,1425,"A copy of the health inspection report for [a specified address], Etobicoke. The inspection occurred on July 27, 2011.",general,public,2011-08-08,2011-09-06,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01435,1435,"A copy of the Public Health report for [a specified address], including all notes and pictures. The inspection was completed during July, 2011.",general,public,2011-08-08,2011-09-06,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01442,1442,"A copy of the fire report for [a specified address], Toronto. The incident occurred on January 19, 2009.",general,business,2011-08-10,2011-09-06,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01464,1464,"A copy of the building inspection reports for [a specified address], including records relating to the building permit no. 10 240470 BLD 00 SR.",general,public,2011-08-12,2011-09-06,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01419,1419,"A copy of documents provided to KPMG from PFR including the detailed inventory of service standards and services levels for PFR, all financial and budget data, all policy directions, reports, and council decisions, and all other available infor from PFR.",general,organization,2011-08-08,2011-09-07,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01420,1420,"A copy of all service requests, inspection notes, repair records, emergency response records and investigation notes relating to a flood incident at [a specified address], Toronto. The flooding incident occurred on Aug. 8, 2009.",general,business,2011-08-08,2011-09-07,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01458,1458,"A copy of the ML&S inspection records from [a specified address]. The inspections occurred between July 16, 2011 and August 4, 2011.",general,public,2011-08-09,2011-09-07,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01445,1445,A copy of information and drawings indicating storm sewer inverts in the vicinity of Eglinton Avenue West and Glenholme Avenue (for one block east and west of Glenholme on Eglinton and first block south of Eglinton on Glenholme).,general,business,2011-08-11,2011-09-07,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01465,1465,"A copy of the maintenance repair records regarding the high pressure flushing for the sewer mains servicing [a specified address], North York. Records from 2008 to June 27, 2010.",general,business,2011-08-12,2011-09-07,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01422,1422,"A copy of the employment file for [an employee], incl. any offers, contracts, attendance records, payroll records, sick leave and disability records, performance appraisals. records of promotion, plans, and details of benefits and job descriptions.",personal,public,2011-08-08,2011-09-08,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-01426,1426,"A copy of the employment file for [an employee] from February 7, 2011 to present, including payroll, attendance, medical, and performance records.",personal,public,2011-08-09,2011-09-08,all disclosed,
ocd-division/country:ca/csd:3520005,AP-2011-01427,1427,"A copy of the employment records for [an employee] (EMS), including application, performance, job description, attendance, benefit and medical records.",personal,public,2011-08-09,2011-09-08,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01452,1452,"A copy of the fire report for [a specified address], Toronto. The incident occurred on July 17, 2011.",general,public,2011-08-11,2011-09-09,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01462,1462,"A copy of documentation regarding orders of printed (or other materials) produced by Deco Labels & Tags defined for use by Mayor's Office or Office of Councillor Ford. Including purchasing orders, invoices, memos and emails since Dec. 1, 2010.",general,media,2011-08-12,2011-09-09,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01466,1466,"A copy of the grading certificate for [a specified address], North York.",general,public,2011-08-12,2011-09-09,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-01468,1468,"A copy of all maintenance and inspection records pertaining to the tree located at [a specified address]. The tree fell onto a vehicle on or about April 28, 2011.",general,business,2011-08-15,2011-09-09,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01469,1469,A copy of all orders to comply and all other ML&S or enforcement documents for [a specified address]. Including file folder number 00118978.,general,public,2011-08-15,2011-09-13,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01451,1451,A copy of all documents and inspection reports for [a specified address].,general,public,2011-08-05,2011-09-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-01463,1463,"A copy of all documents, including memos, relating to glass shattering and/or falling from windows, balconies, or other parts of buildings in the City of Toronto from June 1, 2010 to present.",general,media,2011-08-12,2011-09-14,disclosed in part,
